Sound	PeakF	HighF	LowF	Range	StartF	EndF	Trend	Inflec	PRR	Dur	BW
M(L)	495.3	604.7	357.8	1.690050307	516	486	1.061728395	0	0	3.142	246.9
GR(S)	129.2	191.3	42.6	148.7	58	185	0.313513514	0	0	0.19	148.7
E	129.2	289.9	95	194.9	261	165	1.581818182	3	0	0.496	194.8
E	150.7	209.9	102.7	107.2	206	185	1.113513514	1	0	0.186	107.3
E	150.7	230.9	103.8	127.1	180	185	0.972972973	1	0	0.181	127.1
E	150.7	235.3	90.7	144.6	201	201	1	1	0	0.168	144.7
E	193.8	251.8	121.3	130.5	227	222	1.022522523	0	0	0.103	130.5
E	172.3	256.5	134.8	121.7	227	222	1.022522523	3	0	0.273	121.7
E	172.3	246.9	109.4	137.5	222	190	1.168421053	1	0	0.206	137.5
E	150.7	238.2	100.7	137.5	233	212	1.099056604	1	0	0.207	137.5
E	150.7	218.9	102.5	116.4	196	180	1.088888889	1	0	0.216	116.4
E	150.7	218	112.1	105.9	196	196	1	1	0	0.223	105.8
E	150.7	225.2	113.7	111.5	212	196	1.081632653	1	0	0.134	111.5
E	172.3	226.3	112.6	113.7	169	174	0.971264368	1	0	0.5	113.7
GR(S)	86.1	155.9	34.2	121.7	148	32	4.625	0	0	0.213	121.7
GR(S)	129.2	204.4	44.1	160.3	79	159	0.496855346	0	0	0.223	160.3
E	129.2	261.3	90.2	171.1	196	190	1.031578947	2	0	0.244	171.1
E	150.7	228.5	101.6	126.9	217	201	1.07960199	0	0	0.292	127
E	129.2	249.3	89.6	159.7	222	153	1.450980392	9	0	0.806	159.7
E	150.7	221.9	99.4	122.5	212	153	1.385620915	0	0	0.292	122.5
E	150.7	205.8	89.3	116.5	201	164	1.225609756	0	0	0.186	116.4
E	150.7	200	104.3	95.7	185	159	1.163522013	0	0	0.191	95.7
E	150.7	220.6	109.5	111.1	206	153	1.346405229	0	0	0.282	111.1
E	150.7	208.8	95	113.8	190	159	1.194968553	0	0	0.744	113.7
E	150.7	216.3	78.8	137.5	217	169	1.284023669	0	0	0.186	137.6
GR(S)	150.7	221.9	90.7	131.2	148	116	1.275862069	0	0	0.179	131.2
M	236.9	295.8	174.2	121.6	266	235	1.131914894	0	0	2.736	121.6
AGR(S).MODW	1141.3	1534.9	125.2	1409.7	169	577	0.292894281	4	0	1.093	1409.6
BA(H)	366.1	4701.1	105.5	4595.6	2406	2406	1	0	0	0.139	4595.6
BA(H)	150.7	3575	78.3	3496.7	1824	1824	1	0	0	0.126	3496.6
BA(H)	323	4169	100.6	4068.4	2146	2146	1	0	0	0.147	4068.3
AGR(S).MODW	1442.7	1663.2	141.1	1522.1	180	725	0.248275862	3	0	1.019	1522
BA(H)	323	3958.6	95.9	3862.7	1991	1991	1	0	0	0.161	3862.7
BA(H)	344.5	4008.1	85.4	3922.7	2016	2016	1	0	0	0.159	3922.7
BA(H)	150.7	4169	97.8	4071.2	2127	2127	1	0	0	0.153	4071.2
AGR(S).MODW	1636.5	1947.3	97.8	1849.5	127	910	0.13956044	3	0	0.899	1849.6
BA(H)	409.1	4540.2	86.3	4453.9	2313	2313	1	0	0	0.13	4453.9
BA(H)	409.1	4713.4	16.3	4697.1	2366	2366	1	0	0	0.133	4697.1
BA(H)	129.2	4218.5	51.3	4167.2	2121	2121	1	0	0	0.28	4167.2
AGR(S).DW	1722.7	2409.4	68.8	2340.6	104	463	0.22462203	6	0	0.985	2340.6
MM	452.2	589.6	385	204.6	493	448	1.100446429	5	0	2.586	204.6
AGR.MODW	172.3	1820	105	1715	149	468	0.318376068	3	0	1.917	1715
BA(P)	107.7	2156.9	39.4	2117.5	1098	1098	1	0	0	0.506	2117.5
BA(P)	86.1	1203.1	23.4	1179.7	608	608	1	0	0	0.626	1179.7
AGR.DW	1270.5	1920.6	56.9	1863.7	70	538	0.130111524	1	0	1.944	1863.7
BA(P)	172.3	1583.7	24	1559.7	801	801	1	0	0	0.637	1559.7
BA(P)	150.7	1798.1	25	1773.1	906	906	1	0	0	0.771	1773.1
AGR.MODW	172.3	1933.7	87.5	1846.2	151	501	0.301397206	7	0	1.984	1846.2
MM(L)	452.2	563	383.6	179.4	427	495	0.862626263	2	0	3.142	179.4
PE.AM	1012.1	1754.4	54.9	1699.5	74	748	0.098930481	2	0	0.98	1699.4
PE.AM	1076.7	1789.4	37.6	1751.8	48	773	0.062095731	2	0	1.224	1751.8
PE.AM	1055.1	1701.9	35	1666.9	70	809	0.086526576	1	0	1.564	1666.9
PE.AM	1033.6	1155	48.1	1106.9	79	796	0.099246231	3	0	1.503	1106.9
PE.AM	1055.1	1281.9	7.5	1274.4	70	665	0.105263158	1	0	1.393	1274.3
M(L)	236.9	297.5	170.6	126.9	281	223	1.260089686	0	0	2.278	126.9
GW(L)	107.7	166.2	70	96.2	116	116	1	3	0	3.841	96.2
GW(L)	107.7	167.1	48.1	119	78	102	0.764705882	0	0	3.916	119
M	236.9	310.6	182.4	128.2	297	280	1.060714286	0	0	2.561	128.2
SC(L)	753.7	11235	24.7	11210.3	755	792	0.953282828	0	0	4.566	11210.3
SC(L)	753.7	9660	70.4	9589.6	892	752	1.186170213	0	0	4.688	9589.6
MM	236.9	297.4	166.4	131	184	232	0.793103448	1	0	2.72	131
AM	1012.1	1259.2	717.5	541.7	735	752	0.977393617	3	0	1.629	541.7
AM	1119.7	1286.2	684.3	601.9	700	844	0.829383886	2	0	1.384	601.9
AM	1033.6	1400.4	787.5	612.9	968	1222	0.792144026	3	0	1.657	612.9
AM	1313.5	1369.4	800.6	568.8	818	892	0.917040359	3	0	1.829	568.7
M	215.3	283.7	180.1	103.6	261	213	1.225352113	0	0	2.186	103.6
GT	947.5	1036.9	616.9	420	836	836	1	0	0	0.157	420
SC.E	193.8	292.7	114.8	177.9	288	115	2.504347826	0	0	0.273	177.9
SC.E	172.3	254.5	119.3	135.2	226	144	1.569444444	0	0	0.181	135.1
SC.E	150.7	211.7	110.3	101.4	247	158	1.563291139	2	0	0.245	101.3
SC.E	150.7	195.9	112.6	83.3	240	161	1.49068323	0	0	0.226	83.3
SC.E	150.7	229.7	96.8	132.9	230	165	1.393939394	0	0	0.236	132.9
SC.E	150.7	222.2	102.1	120.1	206	168	1.226190476	3	0	0.259	120.1
SC.E	150.7	198.2	105.8	92.4	199	192	1.036458333	0	0	0.17	92.3
SC.E	150.7	213.2	93.1	120.1	189	148	1.277027027	0	0	0.207	120.1
SC.E	150.7	224.8	121.9	102.9	189	154	1.227272727	0	0	0.184	102.9
SC.E	150.7	231.6	101.7	129.9	209	141	1.482269504	0	0	0.226	130
SC.E	150.7	210.2	114.1	96.1	192	161	1.192546584	0	0	0.174	96.1
SC.E	150.7	202.9	103.4	99.5	178	158	1.126582278	0	0	0.202	99.5
SC.E	150.7	213.9	101.4	112.5	196	154	1.272727273	0	0	0.174	112.5
SC.E	150.7	222.8	94.6	128.2	196	165	1.187878788	4	0	0.366	128.3
SC.E	882.9	1208.4	124.6	1083.8	168	172	0.976744186	0	0	0.172	1083.8
SC.E	258.4	318.5	175.2	143.3	100	141	0.709219858	0	0	0.2	143.3
SC.E	150.7	226.1	118.5	107.6	233	165	1.412121212	0	0	0.252	107.6
SC.E	172.3	248.4	101.9	146.5	240	220	1.090909091	0	0	0.273	146.5
SC.E	150.7	245.2	92.4	152.8	220	175	1.257142857	0	0	0.319	152.9
SC.E	129.2	201.9	95.5	106.4	144	165	0.872727273	0	0	0.193	106.4
SC.E	129.2	192.2	79	113.2	154	165	0.933333333	0	0	0.216	113.2
SC.E	129.2	186.5	93.8	92.7	141	141	1	0	0	0.228	92.7
SC.E	129.2	197.4	82.8	114.6	134	124	1.080645161	0	0	0.207	114.6
SC.E	150.7	200.6	98.7	101.9	151	165	0.915151515	0	0	0.221	101.9
SC.E	129.2	187.9	90	97.9	144	161	0.894409938	0	0	0.176	97.8
SC.E	150.7	197.7	101.6	96.1	148	137	1.080291971	0	0	0.237	96.1
SC.E	129.2	188.2	92.1	96.1	144	141	1.021276596	0	0	0.17	96.1
SC.E	150.7	190.9	108.5	82.4	172	144	1.194444444	0	0	0.202	82.4
SC.E	150.7	194.3	105	89.3	168	158	1.063291139	0	0	0.17	89.3
SC.E	150.7	192.4	100.6	91.8	141	165	0.854545455	0	0	0.164	91.8
SC.E	150.7	187.3	101.5	85.8	143	143	1	0	0	0.146	85.8
DC	710.6	1001.2	99.1	902.1	987	318	3.103773585	0	0	0.207	902.1
M	236.9	279.2	166.6	112.6	230	218	1.055045872	0	0	2.335	112.6
AM(P)	538.3	734.1	67.6	666.5	90	603	0.149253731	0	0	1.125	666.5
AM(P)	538.3	764.4	162.1	602.3	162	374	0.43315508	2	27	1.556	602.2
NM(P)	538.3	608	103.6	504.4	113	446	0.253363229	1	0	0.519	504.4
NM(P)	581.4	698.1	126.1	572	167	563	0.296625222	0	20	0.979	572
AM(P)	538.3	689.1	117.7	571.4	162	594	0.272727273	0	2.7	1.676	571.4
M	236.9	299.3	157.6	141.7	252	212	1.188679245	0	0	2.841	141.7
TI(A)	538.3	734.1	103.6	630.5	104	703	0.147937411	0	30	1.214	630.5
TI(A)	538.3	729.6	153.1	576.5	162	515	0.314563107	0	27	1.524	576.5
TI(A)(S)	969	1044.5	363	681.5	408	974	0.41889117	0	0	0.668	681.5
TI(A)	409.1	598.7	107.9	490.8	229	261	0.877394636	0	0	1.438	490.8
TI(A)	538.3	761.1	161	600.1	171	558	0.306451613	0	30	1.351	600.1
MM	236.9	292.7	148.2	144.5	270	230	1.173913043	2	0	2.401	144.5
TI(MOD)(L)	430.7	3774.1	136.4	3637.7	165	573	0.287958115	2	27	4.474	3637.7
TI(MOD)(L)	430.7	4636.7	162.1	4474.6	165	597	0.27638191	2	23	4.061	4474.6
PE.MM	646	785.9	62.9	723	78	320	0.24375	2	0	1.831	723
PE.AM(S)	602.9	906.4	74.4	832	180	461	0.390455531	1	0	1.052	832.1
AGR(S).US	1765.7	2954.9	113.9	2841	213	727	0.292984869	3	0	1.118	2841
BA	107.7	2056.2	48.1	2008.1	1050	1050	1	0	0	0.626	2008.1
BA	107.7	2266.2	67.3	2198.9	1159	1159	1	0	0	0.426	2199
WOP(L)	107.7	2213.7	17.5	2196.2	1107	1107	1	0	0	1.052	2196.2
WOP(L)	107.7	3403.7	13.1	3390.6	1715	1715	1	0	0	0.932	3390.6
GR(S).GW(L)	129.2	179.5	58.2	121.3	102	131	0.778625954	0	0	3.615	121.3
GR(S).SC(L)	753.7	8579.4	0	8579.4	936	814	1.14987715	0	0	4.411	8579.4
SC.GW	667.5	5285	70	5215	814	805	1.011180124	0	0	3.71	5215
WOP	64.6	645.4	43.7	601.7	78	611	0.127659574	0	0	0.293	601.7
WOP	172.3	645.4	29.1	616.3	97	582	0.166666667	0	0	0.392	616.3
AGR(S).NW	1636.5	1828.7	105	1723.7	155	597	0.259631491	3	0	1.278	1723.7
GW(L).NC.GW	624.5	5469.5	86.6	5382.9	621	612	1.014705882	0	0	4.07	5382.9
GW.NC.GW.NC.GW	581.4	4193.3	148.5	4044.8	652	679	0.960235641	0	0	3.041	4044.8
AM(S)	925.9	1006.2	612.5	393.7	621	857	0.72462077	1	0	0.339	393.7
PE.NM(S)	1033.6	1102.5	599.4	503.1	726	621	1.169082126	1	0	1.054	503.1
AM(L)	473.7	718.5	161.9	556.6	197	398	0.494974874	1	0	2.391	556.6
AM(L)	624.5	784.6	317.9	466.7	336	556	0.604316547	1	0	2.599	466.7
NC	624.5	675.6	135.1	540.5	144	513	0.280701754	1	0	0.311	540.4
NC	624.5	680.7	207.2	473.5	225	297	0.757575758	1	0	0.33	473.5
MODGR.MODW	215.3	1486.2	135.1	1351.1	1943	549	3.539162113	5	0	2.099	1351.1
GR.DW	215.3	1373.6	132.4	1241.2	178	467	0.381156317	1	0	2.51	1241.3
GR.MODW	172.3	1443.5	85.6	1357.9	90	486	0.185185185	6	0	2.241	1357.9
PE.AM(L)	538.3	752.1	76.6	675.5	99	504	0.196428571	1	0	2.608	675.6
DS	818.3	876.3	551.2	325.1	843	556	1.51618705	0	0	0.174	325.1
NS	775.2	989.4	490	499.4	509	565	0.900884956	1	0	0.184	499.4
WOP(L)(P)	64.6	1552.6	22.4	1530.2	792	792	1	0	0	0.928	1530.2
WOP(L)(P)	64.6	1120	13.1	1106.9	560	560	1	0	0	0.907	1106.9
DC(S)	667.5	704.2	495.4	208.8	509	570	0.892982456	1	0	0.254	208.8
AGR(S)	107.7	160.1	47	113.1	42	113	0.371681416	0	0	0.225	113.1
AGR.DS	172.3	1640.5	77.3	1563.2	110	447	0.246085011	2	0	2.063	1563.2
PE.AM(S)	452.2	596.5	15.6	580.9	33	453	0.072847682	1	0	0.565	580.9
P(A)	344.5	8243.9	102.4	8141.5	144	436	0.330275229	2	0	2.422	8141.5
TI(S)	366.1	5069.2	154.7	4914.5	160	444	0.36036036	1	0	0.604	4914.5
P(MOD)(L)	344.5	4902.8	128	4774.8	171	370	0.462162162	4	37	4.028	4774.8
BE	215.3	4915.6	138.1	4777.5	177	326	0.542944785	2	23	5.359	4777.5
AGR(S).NS	1227.4	1321.6	86	1235.6	110	1154	0.095320624	1	0	0.808	1235.6
AGR(S).MODS	1098.2	1259.4	93.9	1165.5	90	638	0.141065831	3	0	1.014	1165.5
AGR(S).DS	172.3	1281.5	63.4	1218.1	81	475	0.170526316	1	0	1.085	1218.1
BA	150.7	914.2	45.3	868.9	484	484	1	0	0	0.237	869
BA	172.3	1090.7	40.7	1050	566	566	1	0	0	0.184	1050
WOP(S)	193.8	537.6	5.5	532.1	38	422	0.090047393	0	0	0.423	532.1
AM(S)	495.3	733.2	9.1	724.1	42	697	0.06025825	1	0	0.493	724.1
AM(S)	21.5	496	0	496	36	367	0.098092643	1	0	0.5	496
GW.AM	559.9	896.1	58.6	837.5	82	422	0.194312796	1	0	1.136	837.5
GW.SC	689.1	753.8	74.2	679.6	121	473	0.255813953	4	0	1.812	679.6
GW	538.3	796.6	46.9	749.7	148	398	0.371859296	1	0	1.387	749.7
NC	495.3	652.3	125	527.3	152	224	0.678571429	1	0	0.423	527.3
AC(S)	473.7	691.3	300.8	390.5	379	652	0.581288344	0	0	0.301	390.4
GW(S)	602.9	4224.4	66.4	4158	595	595	1	0	0	0.237	4158
DS	150.7	214.8	101.5	113.3	172	137	1.255474453	0	0	0.246	113.3
GW.DS	538.3	627.3	25.6	601.7	55	250	0.22	1	0	1.31	601.7
GW(S).DS(S)	559.9	659.3	44.2	615.1	61	275	0.221818182	1	0	0.571	615.1
WOP(L)(S)	21.5	491.6	0	491.6	28	453	0.061810155	0	0	0.411	491.6
AM(P)(S)	409.1	546.8	81.5	465.3	91	348	0.261494253	0	0	0.417	465.3
P	323	3904.3	153.6	3750.7	315	376	0.837765957	0	0	2.057	3750.7
P(L)	301.5	4147.5	176.8	3970.7	226	309	0.731391586	0	20	3.457	3970.7
GW(S)	107.7	162.9	49.7	113.2	68	109	0.623853211	0	0	1.157	113.2
GW(S).SC	667.5	6245.7	77.3	6168.4	72	652	0.110429448	0	0	1.388	6168.4
SC	624.5	7549.1	82.9	7466.2	36	634	0.056782334	0	0	1.38	7466.2
GW(S)	667.5	5107.6	99.4	5008.2	141	691	0.204052098	0	0	0.293	5008.2
AGR(S)	129.2	204.4	71.8	132.6	105	171	0.614035088	0	0	0.272	132.6
AGR(S)	172.3	243	44.2	198.8	55	210	0.261904762	0	0	0.341	198.8
GW(S).TI(A)	366.1	5666.4	11.7	5654.7	23	434	0.052995392	0	0	1.916	5654.7
TIA(S)	21.5	3331	15.6	3315.4	21	560	0.0375	0	0	0.53	3315.4
TI	366.1	4032.3	243.2	3789.1	269	371	0.725067385	0	33	2.126	3789.1
TI	366.1	4019.5	281.6	3737.9	371	391	0.948849105	0	0	1.509	3737.9
TI(L)	387.6	5069.2	203.1	4866.1	238	402	0.592039801	0	0	3.513	4866.1
P(S)	21.5	2649.8	11	2638.8	16	74	0.216216216	0	0	0.258	2638.8
GW.SC(S)	624.5	5485.3	35.2	5450.1	102	602	0.169435216	0	0	1.829	5450.1
GW(MOD)(L)	86.1	4145.7	27.3	4118.4	51	579	0.088082902	7	0	4.134	4118.4
GW(MOD)(L)	64.6	4815.5	27.3	4788.2	109	616	0.176948052	5	0	3.983	4788.2
SC(S)	473.7	2226.7	359.3	1867.4	488	441	1.106575964	0	0	0.348	1867.4
SC(MOD)(L)	775.2	6855.4	81.3	6774.1	704	626	1.124600639	5	0	3.108	6774.1
SC(L)	538.3	7127.6	64.2	7063.4	468	626	0.747603834	4	0	4.137	7063.4
P(L)	387.6	2520	166.2	2353.8	464	429	1.081585082	0	0	1.622	2353.7
BE(MOD)	279.9	2590	102.7	2487.3	116	531	0.218455744	5	33	3.613	2487.3
BE	279.9	3132.5	86.6	3045.9	278	338	0.822485207	0	23	3.322	3045.9
NM(S)	452.2	680.5	141.2	539.3	167	445	0.375280899	1	0	0.62	539.3
PE.NM	516.8	736.1	111.3	624.8	150	141	1.063829787	3	0	1.934	624.8
SC.AM(S)	667.5	5407.6	89.9	5317.7	141	503	0.280318091	3	0	1.068	5317.7
GW.SC(L)	667.5	8290.8	77	8213.8	146	612	0.238562092	3	0	3.545	8213.8
GW.SC(MOD)(L)	581.4	8715	72.8	8642.2	682	643	1.060653188	3	0	4.094	8642.2
NM	473.7	697.6	235.4	462.2	270	368	0.733695652	1	0	0.843	462.2
AC(S)	430.7	607.7	385.2	222.5	445	559	0.796064401	0	0	0.35	222.5
GW.AM(S)	473.7	2598.6	68.5	2530.1	90	535	0.168224299	1	0	1.9	2530.1
MODGR.MODS	172.3	1403.8	72.8	1331	90	817	0.110159119	5	0	1.391	1331
BA(P)	43.1	432.3	25.7	406.6	227	398	0.570351759	2	23	0.795	406.6
MODGR.DS	193.8	1861.8	89.9	1771.9	103	702	0.146723647	3	0	1.434	1771.9
AM(S)	538.3	689.1	64.2	624.9	107	642	0.166666667	0	0	0.501	624.9
NM	495.3	817.5	149.8	667.7	197	531	0.370998117	1	0	1.565	667.7
P.AGR(S).DW	430.7	1733.6	52.7	1680.9	75	562	0.133451957	5	0	1.852	1680.9
MM(P)	646	978.7	177.2	801.5	215	751	0.286284953	5	0	1.717	801.5
AM(S)	646	769.5	466.4	303.1	494	623	0.7929374	1	0	0.331	303.1
GW.DC	646	697.8	70.2	627.6	97	351	0.276353276	1	0	0.65	627.6
GW(MOD)	796.7	9140.9	79	9061.9	105	476	0.220588235	4	0	2.141	9061.9
GW(MOD).SC	796.7	4590.5	79	4511.5	101	686	0.147230321	5	0	3.76	4511.5
DGR(S)	839.8	916.8	672.7	244.1	785	660	1.189393939	1	0	0.564	244
GW(MOD)(L).SC	818.3	5409.9	65.8	5344.1	88	793	0.110970996	4	0	4.113	5344.1
GW(L).SC	150.7	7281.4	52.7	7228.7	75	140	0.535714286	1	0	3.914	7228.7
AGR(S)	129.2	179.9	65.8	114.1	70	176	0.397727273	0	0	0.27	114.1
MODGR.DW	409.1	1654.6	48.3	1606.3	79	645	0.12248062	1	0	1.988	1606.3
MODGR.UW	1313.5	1724.9	79	1645.9	97	865	0.112138728	5	0	1.938	1645.9
BP	775.2	1361.8	329.2	1032.6	379	379	1	0	0	0.09	1032.6
NM(S)	818.3	904.1	136.1	768	167	698	0.239255014	1	0	0.442	768
TI(MOD)	344.5	534.2	158	376.2	277	501	0.552894212	3	20	2.421	376.2
P(A)(S)	344.5	521	206.3	314.7	347	470	0.738297872	2	0	0.773	314.7
PE.MM	753.7	1027	140.4	886.6	167	698	0.239255014	4	0	0.999	886.6
GR	258.4	337.9	197.5	140.4	277	259	1.069498069	1	0	2.337	140.4
GR	236.9	302.8	188.7	114.1	250	250	1	0	0	2.221	114.1
AGR(S).US	452.2	1904.8	61.4	1843.4	75	1883	0.039830058	4	0	1.062	1843.4
GR(L)	236.9	294.1	193.1	101	255	241	1.058091286	0	0	2.57	101
P(A)(L)	387.6	3548.4	144.8	3403.6	399	421	0.947743468	3	33	3.834	3403.6
AGR(S).W	150.7	1406.5	39.3	1367.2	48	1380	0.034782609	2	0	1.885	1367.2
MODC	861.3	1070.2	781.9	288.3	996	808	1.232673267	2	0	0.311	288.3
BA(D)	129.2	305.8	52.4	253.4	293	118	2.483050847	0	0	0.253	253.4
BA(D)	129.2	292.7	61.2	231.5	284	105	2.704761905	0	0	0.242	231.5
AGR.MODS	129.2	1524.5	74.3	1450.2	135	1184	0.11402027	3	0	1.64	1450.2
DM(S)	559.9	712	384.4	327.6	616	419	1.470167064	1	0	0.505	327.6
AGR.S	129.2	1494.7	83	1411.7	144	1284	0.112149533	1	0	1.677	1411.7
GR	215.3	276.6	178.7	1.547845551	232	201	1.154228856	0	0	2.134	97.9
GW	64.6	7795.9	49.1	158.7759674	94	89	1.056179775	0	0	1.275	7746.8
GW	64.6	9787.5	30.2	324.089404	63	54	1.166666667	0	0	1.515	9757.3
GW	904.4	9303.8	22.3	417.2107623	54	49	1.102040816	0	0	1.044	9281.5
GW	904.4	4836.8	49.1	98.50916497	80	76	1.052631579	0	0	0.831	4787.7
GW	64.6	8507.2	35.7	238.2969188	67	73	0.917808219	0	0	1.227	8471.5
GW	925.9	13144.8	22.3	589.4529148	58	63	0.920634921	0	0	1.118	13122.5
GR	215.3	281.7	174.2	1.617106774	268	214	1.252336449	0	0	2.347	107.5
TI(A)	387.6	5548.1	120.6	46.00414594	143	424	0.337264151	0	0	1.3	5427.5
TI(A)	452.2	8877	111.7	79.47179946	152	469	0.324093817	0	0	1.627	8765.3
TI(A)	366.1	10100.5	138.5	72.92779783	170	162	1.049382716	0	0	1.365	9962
TI(A)	279.9	9531.4	98.3	96.96236012	116	509	0.227897839	0	17	1.499	9433.1
TI(A)	344.5	9446.1	120.6	78.32587065	237	433	0.547344111	0	15	1.534	9325.5
GR	236.9	285.9	183.2	1.56058952	255	214	1.191588785	0	0	2.139	102.7
P(A)	279.9	9858.1	134	73.56791045	161	407	0.395577396	0	30	1.395	9724.1
P(A)	279.9	10300.7	129.5	79.54208494	170	420	0.404761905	0	23	1.432	10171.2
P(A)	301.5	11507.8	120.7	95.34217067	205	384	0.533854167	0	30	1.104	11387.1
P(MOD)(L)	279.9	14485.4	142.9	101.3673898	165	353	0.467422096	2	30	3.58	14342.5
GR	215.3	281.4	169.8	1.657243816	250	210	1.19047619	0	0	1.885	111.6
AGR(S).NS	193.8	1492	125.1	11.92645883	138	545	0.253211009	1	0	0.878	1366.9
BA(P)	344.5	448.1	129	3.473643411	142	432	0.328703704	0	0	0.3	319.1
BA(P)	215.3	455.7	93.8	4.858208955	125	424	0.294811321	0	0	0.185	361.9
AGR(S).MODS	193.8	1594.8	107.2	14.87686567	138	585	0.235897436	3	0	0.928	1487.6
BA(P)	172.3	522.7	35.7	14.64145658	54	500	0.108	0	0	0.412	487
BA(P)	279.9	455.7	44.7	10.19463087	49	420	0.116666667	0	0	0.295	411
AGR(S).DW	193.8	1912	67	28.53731343	89	657	0.135464231	3	0	0.91	1845
GR	236.9	294.8	183.2	1.609170306	232	214	1.08411215	0	0	1.556	111.6
AGR(S).DW	193.8	2381	89.3	26.66293393	147	603	0.243781095	1	0	1.293	2291.7
WOP	129.2	486.9	80.4	6.055970149	89	545	0.163302752	0	0	0.448	406.5
AGR(S).MODW	150.7	2005.8	98.3	20.40488301	121	679	0.17820324	3	0	1.33	1907.5
WOP	64.6	513.7	31.3	16.41214058	54	478	0.112970711	0	0	0.558	482.4
AGR(S).DW	150.7	2054.9	67	30.67014925	94	630	0.149206349	3	0	1.414	1987.9
WOP(L)	64.6	379.7	22.3	17.02690583	40	326	0.122699387	0	0	0.619	357.4
DW	1765.7	2139.8	598.6	3.57467424	2100	621	3.381642512	0	0	0.559	1541.2
DS	1830.3	1920.9	567.3	3.386039133	1845	581	3.17555938	0	0	0.54	1353.6
BA(P)	86.1	473.5	53.6	8.833955224	71	447	0.158836689	0	27	0.764	419.9
AGR(S).MODW	215.3	1621.6	129.5	12.52200772	174	554	0.314079422	7	0	1.727	1492.1
MM	473.7	569	391.2	1.454498978	427	413	1.033898305	9	0	2.842	177.8
NM	495.3	889	111.7	7.958818263	125	563	0.222024867	1	0	1.377	777.3
NM	495.3	933.6	196.6	4.748728383	205	746	0.274798928	1	0	1.275	737
MM	495.3	822	116.1	7.080103359	130	558	0.23297491	1	0	1.307	705.9
NM	452.2	844.3	89.3	9.454647256	116	393	0.295165394	1	0	1.52	755
DC	624.5	777.3	254.6	3.053024352	719	264	2.723484848	0	0	0.324	522.7
MM	495.3	848.8	98.3	8.634791455	130	536	0.242537313	3	0	1.612	750.5
PE.NM(S)	602.9	772.8	89.3	8.653975364	107	634	0.168769716	1	0	0.569	683.5
M	495.3	569	391.2	1.454498978	533	462	1.153679654	0	0	2.293	177.8
PE.AM	538.3	772.8	178.7	4.324566312	197	670	0.294029851	0	0	1.699	594.1
PE.NM	602.9	826.4	192.1	4.30192608	214	429	0.498834499	3	0	1.842	634.3
PE.AM	495.3	763.9	134	5.700746269	268	661	0.405446293	0	0	1.502	629.9
PE.MM	602.9	759.4	178.7	4.249580302	192	402	0.47761194	3	0	2.293	580.7
PE.MODC(S)	495.3	732.6	58.1	12.60929432	80	567	0.141093474	4	0	0.601	674.5
MM(L)	236.9	300.4	197.6	1.520242915	237	246	0.963414634	0	0	2.43	102.8
AM(P)	495.3	634.3	80.4	7.889303483	107	599	0.178631052	1	0	1.266	553.9
AM(P)	495.3	607.5	125.1	4.856115108	143	563	0.253996448	0	0	0.762	482.4
GR	236.9	290.4	165.3	1.756805808	232	219	1.059360731	0	0	1.862	125.1
P(MOD)(L)	258.4	4936.4	134	36.83880597	152	460	0.330434783	2	30	3.41	4802.4
P(MOD)(L)	279.9	5491.2	156.4	35.10997442	170	433	0.3926097	4	20	3.848	5334.8
P(A)	258.4	5064.5	107.2	47.24347015	116	398	0.291457286	0	20	1.4	4957.3
P	301.5	5377.4	151.9	35.40092166	228	478	0.476987448	0	27	2.135	5225.5
GR	236.9	303.8	187.6	1.619402985	250	241	1.037344398	0	0	1.979	116.2
AGR(S).DS	1399.7	1572.4	75.9	20.71673254	103	384	0.268229167	3	0	0.973	1496.5
BA	107.7	160.8	53.6	3	67	130	0.515384615	0	0	0.183	107.2
BA	107.7	178.7	75.9	2.354413702	80	170	0.470588235	0	0	0.163	102.8
BA	150.7	187.6	84.9	2.209658422	85	170	0.5	0	0	0.222	102.7
AGR(S).DS	215.3	1724.3	125.1	13.7833733	130	639	0.203442879	1	0	0.797	1599.2
BA	150.7	201	75.9	2.648221344	80	183	0.43715847	0	0	0.209	125.1
BA	150.7	187.6	98.3	1.90844354	103	183	0.56284153	0	0	0.157	89.3
BA	150.7	192.1	93.8	2.047974414	94	174	0.540229885	0	0	0.163	98.3
AGR(S).DS	215.3	1853.9	147.4	12.57734057	156	558	0.279569892	1	0	0.777	1706.5
BA	150.7	187.6	89.3	2.100783875	103	165	0.624242424	0	0	0.183	98.3
BA	150.7	196.6	111.7	1.76007162	125	174	0.718390805	0	0	0.15	84.9
BA	129.2	178.7	84.9	2.104829211	107	174	0.614942529	0	0	0.17	93.8
AGR(S).MODW	215.3	2054.9	102.7	20.00876339	112	608	0.184210526	3	0	0.817	1952.2
AGR(H)	344.5	493.6	69.9	7.061516452	83	476	0.174369748	0	0	0.681	423.7
AGR(H)	279.9	511.1	69.9	7.311874106	96	472	0.203389831	0	0	0.539	441.2
BP	689.1	969.7	629	1.541653418	660	952	0.693277311	0	0	0.079	340.7
BP	689.1	1057.1	581	1.819449225	612	1022	0.598825832	0	0	0.076	476.1
AGR(H)	344.5	454.3	61.2	7.423202614	183	411	0.445255474	0	0	0.707	393.1
AGR(H)	344.5	484.9	65.5	7.403053435	135	432	0.3125	0	0	0.662	419.4
