calltype,start_time,end_time,pause,SNR
I62.1,273.09,274.22,15.42,20
I78,289.64,290.23,2.53,19
I62.1,292.76,293.44,1.78,17
I62.1,295.22,295.82,102.44,12
I62.1,398.26,398.88,3.94,14
I62.1,402.82,403.99,119.78,11
I36,523.77,526.87,101.54,15
I38.2,628.41,628.74,0.23,20
I69,630.39,631.18,7.46,15
I62.1,638.64,639.3,13.21,16
I62.1,652.51,653.23,14.03,23
I62.1,667.26,667.86,18.38,16
I62.1,686.24,687.59,0.42,17
I62.1,688.01,689.18,34.23,20
I62.1,723.41,724.49,0.75,19
I62.1,725.24,726.02,11.56,20
I43.3,913.75,914.88,9.82,NA
I62.1,1048.07,1048.52,13.88,11
I78,1062.4,1062.93,0.18,16
I78,1063.11,1063.68,61.39,22
I62.1,1125.07,1126.79,229.44,12
I62.1,1356.23,1356.91,3.25,NA
I45,1611.03,1612.8,6.46,22
I45,1619.26,1620.97,158.66,17
I78,1779.63,1780.42,0.36,17
I43.2,1782.21,1783.16,12.23,NA
I36,1862.35,1864.28,298.99,27
I62.1,2163.27,2164.03,13.9,13
I78,2177.93,2178.59,10.66,21
I62.1,2189.25,2189.94,34.06,12
I36,2224,2227.28,-1.96,23
I36,2225.32,2226.68,411.46,NA
I36,182.14,184.03,178.39,26
I62.1,362.42,363.97,0.82,11
I62.1,364.79,365.65,206.43,21
I38.2,572.08,572.38,0.24,21
I77,572.62,573.41,0.66,10
I69,574.07,574.87,20.38,25
I62.1,597.87,598.47,11.23,18
I62.1,609.7,610.2,2.17,12
I62.1,612.37,613.23,1.8,14
I62.1,615.03,615.5,1.08,17
I38.2,616.58,616.9,0.22,20
I77,617.12,617.85,0.92,11
I69,618.77,619.58,14.24,24
I62.1,633.82,634.42,-0.26,16
I38.2,634.16,634.42,0.21,NA
I62.1,634.63,635.45,0.8,NA
I69,636.25,637.16,13.58,16
I62.1,650.74,651.16,17.97,14
I62.1,671.36,671.83,23.38,12
I62.1,695.21,695.65,7.85,15
I78,703.5,704.28,9.54,24
I38.2,713.82,714.14,0.24,13
I69,715.73,716.51,9.9,15
I62.1,769.11,769.88,113.06,15
I36,882.94,884.54,200.93,26
I62.1,1085.47,1086.24,253.08,15
I36,1339.32,1342.15,207.46,13
I36,1549.61,1551.11,61.85,22
I62.1,1612.96,1613.46,9.48,13
I62.1,1622.94,1623.48,3.95,10
I62.1,1627.43,1627.97,6.6,22
I69,1634.57,1635.43,35.7,19
I62.1,1671.13,1671.69,2.28,20
I62.1,1673.97,1674.62,22.47,18
I62.1,1697.09,1697.63,47.87,13
I62.1,1747.12,1747.74,245.05,22
I36,1992.79,1996.39,437.72,19
I36,2434.11,2436.13,81.64,23
I60.3,15.77,17,26.98,17
I62.1,43.98,44.57,1.21,21
I62.1,45.78,46.32,23.78,17
I62.1,70.1,70.72,4.15,23
I62.1,74.87,75.86,0.94,13
I62.1,76.8,77.41,341.45,NA
I60.2,418.86,420.69,19.8,14
I60.2,440.49,441.74,22.87,29
I62.1,464.61,465.15,0.8,20
I62.1,465.95,466.4,22.54,19
I62.1,488.94,489.39,1.36,14
I62.1,490.75,491.22,33.65,13
I43.3,524.87,526.2,0.08,14
I43.3,526.28,527.38,6.87,14
I36,534.25,536.38,11.15,25
I43.3,547.53,548.42,10.73,17
I43.3,559.15,559.97,0,18
I43.3,559.97,561.02,1.3,17
I43.3,562.32,563.23,0.92,20
I43.3,564.15,565.2,72.76,16
I43.3,637.96,638.84,44.99,15
I43.3,683.83,684.72,91.41,19
I78,776.13,776.88,2.66,NA
I78,779.54,780.34,7.01,25
I62.1,787.35,788.01,1.6,14
I62.1,789.61,790.11,9.03,24
I62.1,799.14,799.79,57.2,13
I62.1,856.99,857.59,16.34,13
I36,873.93,876.15,169.89,20
I42.1,1046.04,1046.96,34.47,14
I36,1081.43,1083.04,159.97,18
I62.1,1243.01,1243.46,35.77,14
I62.1,1279.23,1279.93,2.82,NA
I62.1,1282.75,1283.41,13.78,10
I36,1297.19,1300.38,-2.98,23
I36,1297.4,1299.67,210.79,22
I62.1,1510.46,1511.4,4.63,16
I59.1,1516.03,1517.47,12.01,24
I62.1,1531.38,1531.94,49.43,13
I62.1,1581.37,1581.91,1.57,11
I62.1,1583.48,1583.98,82.44,10
I36,1666.42,1669.01,47.49,31
I36,1716.5,1719.11,-1.6,23
I36,1717.51,1718.76,142.51,NA
I78,1872.26,1872.9,43.88,16
I78,1916.78,1917.42,0.69,14
I42.1,1935.47,1937.07,-0.24,15
I36,1995.33,1997.17,40.77,12
I43.8,2037.94,2038.88,181.6,23
I62.1,2220.48,2221.28,16.6,10
I78,2237.88,2238.76,2.32,22
I78,2241.08,2242,1.09,24
I62.1,2243.09,2243.85,24.73,12
I62.1,2268.58,2269.17,101.22,15
I62.1,2370.39,2371.33,15.5,12
I42.1,2389.17,2392.1,NA,11
I62.1,2345.75,2346.42,8.26,16
I59.1,2354.68,2356.92,0,42
I59.1,2356.92,2359.03,10.43,22
I62.1,2369.46,2370.04,1.87,19
I62.1,2371.91,2372.67,84.09,27
I42.1,2456.76,2458.28,1.25,21
I59.1,2459.53,2461.22,1,12
I59.1,2462.22,2463.75,219.86,14
I62.1,2683.61,2684.25,1.55,22
I62.1,2685.8,2686.34,37.28,32
I45,2723.62,2725.32,3.77,17
I45,2729.09,2730.53,108.21,17
I41.2,2838.74,2839.07,229.71,14
I62.1,3068.78,3069.51,1.05,16
I62.1,3070.56,3071.3,10.66,22
I62.1,3081.96,3082.46,15.59,20
I62.1,3098.05,3098.61,4.53,17
I62.1,3103.14,3104,33.35,15
I62.1,3137.35,3138.34,122.71,23
I78,3261.05,3262.25,988.33,32
I62.1,841.58,842.52,8.09,37
I62.1,850.61,851.43,11.03,27
I78,862.46,863.17,93.08,23
I78,956.25,956.87,108.01,NA
I42.1,1064.88,1066.38,85.65,18
I63,1152.03,1152.76,11.87,25
I62.1,1164.63,1165.15,2.81,15
I62.1,1167.96,1169.34,545.72,30
I43.5,1715.06,1716.7,104.59,26
I62.1,1821.29,1822.23,1.79,37
I62.1,1824.02,1824.95,330.3,32
I62.1,2155.25,2156.17,90.72,29
I45,2246.89,2248.56,19.36,24
I45,2267.92,2269.37,14.55,16
I45,2283.92,2285.56,11.31,33
I45,2296.87,2298.39,0,26
I62.1,2298.39,2299.23,1.34,22
I62.1,2300.57,2301.56,1.16,29
I62.1,2302.72,2303.51,23.83,30
I62.1,2327.34,2328.4,2.45,13
I45,2330.85,2332.8,84.4,48
I62.1,2417.2,2417.99,1.67,28
I62.1,2419.66,2420.66,0.6,23
I62.1,2421.26,2422.22,1.55,17
I62.1,2423.77,2424.32,88.12,15
I45,2512.44,2514.21,1.63,29
I43.7,2515.84,2516.75,22.87,16
I45,2539.62,2541.31,6.45,26
I45,2547.76,2549.63,11.71,32
I45,2561.34,2563.06,178.33,26
I62.1,2741.39,2742.12,1.27,25
I62.1,2743.39,2744.03,104.86,38
I62.1,2848.89,2849.64,0.88,26
I62.1,2850.52,2851.1,1.63,33
I63,2852.73,2853.42,1.15,26
I72.3,2854.57,2855.28,163.93,30
I62.1,127.21,128.22,13,15
I63,141.22,141.66,0.72,15
I72.3,142.38,142.89,99.48,17
I62.1,242.37,243.05,3.62,26
I62.1,246.67,247.25,179.64,40
I62.1,426.89,427.57,0.85,14
I62.1,428.42,428.88,101.45,10
I63,530.33,530.77,1.36,15
I72.3,532.13,532.6,1.64,18
I72.3,534.24,534.74,17.95,17
I72.3,552.69,553.24,0.6,32
I63,553.84,554.17,0.56,32
I72.3,554.73,555.27,21.75,27
I72.3,577.02,577.59,1.2,24
I72.3,578.79,579.29,16.78,23
I72.3,596.07,596.64,0.66,18
I63,597.3,597.66,0.51,21
I72.3,598.17,598.64,159.95,18
I72.3,758.59,759.15,0.68,29
I63,759.83,760.05,0.39,23
I72.3,760.44,760.87,254.72,21
I63,1015.59,1016.14,1.04,27
I72.3,1017.18,1017.8,2.85,31
I63,1020.65,1021.32,13.32,18
I72.3,1034.64,1035.17,2.07,32
I63,1037.24,1037.54,0.56,19
I72.3,1038.1,1038.51,12.01,24
I63,1050.52,1050.97,0.55,28
I72.3,1051.52,1052,2.44,29
I72.3,1054.44,1054.94,0.24,19
I72.3,1055.18,1055.68,17.36,38
I63,1073.04,1073.55,24.62,22
I72.3,1098.17,1098.83,0.95,33
I63,1099.78,1100.19,0.41,36
I72.3,1100.6,1101.04,6.98,25
I72.3,1108.02,1108.68,1.05,30
I63,1109.73,1110.13,0.44,26
I72.3,1110.57,1110.92,0.42,25
I63,1111.34,1111.69,0.52,26
I72.3,1112.21,1112.52,0.11,16
I63,1112.63,1113.04,0.38,27
I72.3,1113.42,1113.88,32.75,21
I72.3,1146.63,1147.32,3.99,50
I72.3,1151.31,1151.84,0.95,38
I63,1152.79,1153.21,0.41,47
I72.3,1153.62,1154.14,53.33,43
I63,1207.47,1208.18,0.25,42
I72.3,1208.43,1208.97,11.73,22
I63,1220.7,1221.32,0.38,32
I72.3,1221.7,1222.37,38.02,33
I63,1260.39,1260.99,0.81,32
I72.3,1261.8,1262.34,68.37,32
I42.1,1330.71,1332.54,1.1,29
I42.1,1333.64,1335.42,11.42,30
I63,1346.84,1347.6,0.57,41
I72.3,1348.17,1349.16,0.9,47
I42.1,1350.06,1351.25,121.43,37
I42.1,1472.68,1473.9,13.76,29
I42.1,1487.66,1490.07,48.72,22
I63,1538.79,1539.32,0.6,29
I72.3,1539.92,1540.5,1.14,29
I72.4,1541.64,1542.27,17.75,25
I63,1560.02,1560.73,3.34,28
I63,1564.07,1564.78,112.64,24
I78,1677.42,1678.39,0.41,23
I78,1678.8,1679.65,4.95,20
I78,1684.6,1685.36,30.5,19
I78,1715.86,1717.05,39.29,33
I62.1,1756.34,1757.19,1.15,22
I62.1,1758.34,1759.35,0.66,33
I62.1,1760.01,1760.88,125.15,32
I78,1886.03,1887.13,133.46,32
I63,2020.59,2021.15,1.87,21
I72.3,2023.02,2023.98,10.18,20
I72.3,2034.16,2034.8,1.28,28
I42.1,2036.08,2037.31,53.23,32
I72.3,2090.54,2091.11,1.13,23
I72.3,2092.24,2092.57,1.33,25
I72.3,2093.9,2094.45,1.46,23
I72.3,2095.91,2096.51,30.3,25
I63,2126.81,2127.31,0.57,20
I72.3,2127.88,2128.48,1.15,31
I42.1,2129.63,2131.37,272.37,23
I63,2403.74,2404.35,121.21,46
I43.5,2525.56,2526.48,15.45,15
I63,2541.93,2542.36,31.63,32
I63,2573.99,2574.38,0.38,16
I72.3,2574.76,2575.5,7.28,26
I63,2582.78,2583.44,0.37,22
I72.3,2583.81,2584.97,34.01,14
I49.1,2618.98,2620.15,2.53,31
I49.1,2622.68,2624.31,5.84,21
I49.1,2630.15,2631.76,1.24,36
I63,2633,2633.65,0.5,30
I72.3,2634.15,2634.74,14.5,38
I51,2649.24,2651.34,1.57,24
I51,2652.91,2654.03,2.4,27
I45,2656.43,2657.61,61.88,30
I49.1,2719.49,2721.05,46.65,25
I49.1,2881.42,2882.65,0.32,30
I63,2882.97,2883.56,0.26,43
I72.3,2883.82,2884.35,6.63,33
I49.1,2890.98,2892.58,6.03,39
I49.1,2898.61,2899.96,20.58,29
I49.1,2920.54,2922.07,1.16,30
I62.1,8.25,8.88,0.55,31
I62.1,22.37,23.06,2.08,33
I62.1,25.14,25.62,22.28,40
I40.1,388.09,388.65,1.33,14
I40.1,389.98,390.53,NA,13
I11.4,223.8,224.58,1.24,13
I11.4,225.82,226.88,12.9,11
I11.4,239.78,240.9,497.1,11
I53.1,922.8,923.75,14.67,15
I42.1,941.51,942.84,28.21,NA
I53.2,971.05,972.56,-0.37,21
I53.2,972.19,973.38,1.48,15
I53.2,974.86,975.83,1.29,15
I53.2,996.06,997.88,7.07,18
I44,1004.95,1006.57,0.49,17
I44,1007.06,1008.36,21.18,14
I42.1,1029.54,1031.22,85.38,NA
I44,1117.62,1118.67,1.34,11
I42.2,1150.35,1153.02,122.95,11
I36,1275.97,1279.21,25.12,11
I11.4,1304.33,1305.41,9.58,21
I44,1314.99,1316.34,8.33,15
I53.2,1324.67,1326.5,32.03,21
I53.2,1358.53,1359.8,0.45,18
I53.2,1360.25,1361.12,0.6,13
I42.2,1540.85,1543.74,15.08,12
I42.2,1558.82,1561.49,98.51,10
I42.1,1660,1661.53,19.33,15
I53.2,1680.86,1682.24,42.77,20
I53.2,1725.01,1726.06,0.39,31
I53.2,1726.45,1727.4,-0.25,16
I53.2,1727.15,1728.72,40.05,NA
I53.2,1768.77,1770.58,0,11
I42.1,1770.58,1771.94,236.66,13
I11.4,2008.6,2009.81,0.86,21
I11.4,2010.67,2011.92,132.25,15
I53.1,2144.17,2145.08,0.54,24
I53.1,2145.62,2146.65,4.74,14
I54.3,2151.39,2153.21,15.44,24
I53.1,2168.65,2169.63,0.35,12
I53.1,2169.98,2170.66,4.71,16
I53.1,2175.37,2175.94,0.67,14
I53.1,2176.61,2177.51,50.77,25
I53.1,2228.28,2229.33,0.69,23
I42.1,2230.02,2231.88,21.15,18
I42.1,2253.03,2254.57,2.89,12
I42.1,2257.46,2258.92,19.3,15
I53.2,2278.22,2279.91,43,15
I54.1,2322.91,2324.27,6.28,21
I42.1,2330.55,2332.36,7.54,12
I54.1,2339.9,2341.33,72.79,28
I53.1,2520.58,2521.21,6203.43,20
I38.1,616.64,617.17,0.75,18
I11.4,617.92,619.24,672.51,12
I38.1,1291.75,1292.36,0.83,22
I11.4,1293.19,1294.48,5.26,23
I38.1,1299.74,1300.22,0.73,27
I11.4,1300.95,1302.32,9.89,28
I38.1,1312.21,1312.68,0.97,22
I11.4,1313.65,1314.97,14.15,23
I38.1,1329.12,1329.78,0.59,18
I11.4,1330.37,1331.65,15.79,28
I38.1,1347.44,1347.93,0.73,18
I11.4,1348.66,1349.92,8.83,24
I38.1,1358.75,1359.48,0.61,23
I11.4,1360.09,1361.48,15.64,30
I38.1,1377.12,1377.53,31.72,12
I38.1,1409.25,1410.01,0.63,21
I11.4,1410.64,1412,91.4,29
I38.1,1503.4,1504.02,0.32,21
I11.4,1504.34,1505.47,-0.86,21
I11.4,1504.61,1505.68,0,34
I69,1505.68,1507.92,-1.74,21
I69,1506.18,1507.34,1.92,10
I37.1,1509.26,1510.46,1.02,20
I37.1,1511.48,1512.71,1.27,30
I37.1,1513.98,1515.24,2.55,22
I11.4,1517.79,1519.07,2.16,15
I39,1522.13,1522.66,0.5,NA
I69,1523.16,1525.01,5.03,10
I38.1,1536.21,1536.94,0.15,11
I39,1537.09,1537.78,0.25,10
I69,1538.03,1539.53,14.04,13
I38.1,1553.57,1553.83,0.42,14
I11.4,1554.95,1555.88,0.07,13
I38.1,1565.15,1565.65,0.18,16
I39,1565.83,1566.43,0.25,13
I69,1566.68,1568.66,3.52,28
I38.1,1572.18,1572.53,-0.07,19
I38.1,1572.46,1572.98,0.48,25
I11.4,1573.46,1574.54,-0.86,21
I11.4,1573.68,1574.91,13.3,27
I38.1,1588.21,1588.67,0.23,15
I39,1588.9,1589.47,24.2,25
I38.1,1613.67,1614.05,0.66,25
I11.4,1614.71,1615.86,17.65,27
I38.1,1633.51,1633.9,0.58,23
I11.4,1634.48,1635.61,16.71,27
I38.1,1652.32,1652.86,0.48,12
I11.4,1653.34,1654.56,24.15,36
I38.1,1678.71,1679.13,0.5,32
I11.4,1679.63,1680.71,26.71,28
I37.1,1707.42,1708.38,183.13,30
I36,1891.51,1894.06,375.84,12
I38.1,2269.9,2270.39,0.48,17
I11.4,2270.87,2271.91,235.35,12
I11.4,2507.26,2508.58,43.02,17
I11.4,2551.6,2552.5,73.31,23
I38.1,2625.81,2626.95,0.41,15
I39,2627.36,2627.98,7.33,20
I42.1,2635.31,2636.9,88.17,25
I36,2725.07,2727.45,1.6,13
I38.1,2729.05,2729.53,26.07,NA
I36,2755.6,2757.5,29.16,12
I36,2786.66,2788.79,342.92,19
I37.1,3131.71,3132.59,51.03,33
I38.1,3183.62,3184.14,0.24,18
I11.4,3184.38,3185.29,15.1,19
I38.1,3200.39,3200.64,0.34,15
I39,3200.98,3201.49,0.38,17
I69,3201.87,3202.88,27.87,18
I11.4,3230.75,3232.4,73.42,28
I36,3305.82,3308.89,234.65,20
I39,3543.54,3543.96,0,NA
I11.4,3543.96,3544.81,-0.4,NA
I38.1,3547,3547.6,0.46,17
I11.4,3548.06,3549.35,0.33,28
I69,3549.68,3551.28,5.27,19
I38.1,3556.55,3557.07,0.69,17
I11.4,3557.76,3558.92,1.06,32
I11.4,3559.98,3561.11,5.12,11
I38.1,3566.23,3566.56,0.77,11
I11.4,3567.33,3568.43,2.6,19
I11.4,3571.03,3571.98,78.55,15
I53.1,3650.53,3651.37,22.58,30
I53.1,3673.95,3674.8,258.34,20
I11.4,147.14,148.48,3.08,24
I38.1,151.56,151.91,0.97,15
I11.4,152.88,154.1,33.36,22
I38.1,187.46,188.1,0.83,26
I11.4,188.93,190.16,14.06,28
I38.1,204.22,204.7,1.29,20
I11.4,205.99,207.12,25.29,16
I38.1,232.41,232.79,1.16,15
I11.4,233.95,235.11,23.49,23
I11.4,258.6,259.6,375.9,14
I36,635.5,638.74,230.18,21
I37.2,868.92,869.94,57.5,26
I37.1,927.44,928.23,57.24,36
I38.1,985.47,986,11.19,22
I37.1,997.19,998.23,15.3,40
I11.5,1013.53,1014.98,253.81,29
I11.4,1268.79,1269.91,8.89,18
I11.4,1278.8,1279.92,10.34,16
I11.4,1291.57,1292.94,50.29,22
I38.1,1343.23,1343.5,0.81,22
I11.4,1344.31,1345.39,17.78,15
I38.1,1363.17,1363.94,0.62,23
I11.4,1364.56,1366.14,0.49,29
I11.4,1367.68,1368.61,7.32,20
I38.1,1375.93,1376.44,0.91,21
I11.4,1377.35,1378.74,17.81,30
I38.1,1396.55,1397.04,0.54,10
I11.4,1397.58,1398.76,1.68,24
I11.4,1400.44,1402.24,0.24,16
I39,1402.48,1403.09,0.16,18
I69,1403.25,1404.8,85.77,20
I42.1,1490.57,1491.9,168.37,NA
I38.1,1660.27,1660.77,0.56,17
I11.4,1661.33,1662.57,23.15,25
I39,1685.72,1686.39,66.09,33
I39,1753.22,1753.67,0.25,12
I69,1753.92,1755.87,9.66,13
I38.1,1765.53,1765.93,0.56,25
I11.4,1766.49,1767.6,39.53,17
I38.1,1807.13,1807.65,1.09,16
I11.4,1808.74,1809.77,10.36,18
I38.1,1820.13,1820.69,0.45,21
I11.4,1821.14,1821.99,9.91,16
I38.1,1831.9,1832.32,0.39,24
I11.4,1832.71,1833.64,53.53,16
I38.1,1887.17,1887.58,0.49,26
I11.4,1888.07,1889.36,6.34,25
I38.1,1895.7,1896.37,0.49,18
I11.4,1896.86,1898,1.67,36
I38.1,1899.67,1900.05,0.98,25
I11.4,1901.03,1902.06,19.39,19
I38.1,1921.45,1922.17,0.46,11
I11.4,1922.63,1923.74,14.59,22
I38.1,1938.33,1938.75,0.32,27
I39,1939.07,1939.77,0.28,20
I69,1940.05,1942.09,8.23,14
I69,1953.32,1954.57,28.02,10
I38.1,1982.59,1983.13,0.31,10
I11.4,1983.44,1984.46,104.37,24
I11.4,2089.93,2091.04,10.05,16
I11.4,2102.18,2103.3,0.46,17
I38.1,2130.14,2130.72,0.97,15
I11.4,2131.69,2133.6,2.78,24
I38.1,2136.38,2136.82,0.34,13
I39,2137.16,2138.01,1.93,24
I11.4,2141.15,2142.28,0.83,24
I69,2143.11,2144.45,3.92,10
I38.1,2148.37,2149.01,0.54,15
I11.4,2149.55,2150.82,4.66,27
I38.1,2155.48,2156.13,0.48,10
I11.4,2156.61,2157.82,4.64,24
I38.1,2162.46,2162.8,0.85,12
I11.4,2163.65,2164.76,15.54,15
I38.1,2180.3,2180.94,0.47,12
I11.4,2181.41,2182.55,0.54,26
I69,2183.09,2184.71,3.83,19
I11.4,2188.54,2189.75,3.36,15
I38.1,2193.11,2193.4,1.12,11
I11.4,2194.52,2195.53,8.62,11
I11.4,2205.71,2206.88,19.66,12
I38.1,2226.54,2227.03,1.04,19
I11.4,2228.07,2229.3,38.29,23
I11.4,2267.59,2268.52,71.84,19
I38.1,2340.36,2340.74,1.2,17
I11.4,2341.94,2342.94,11.91,15
I38.1,2354.85,2355.34,0.87,30
I11.4,2356.21,2357.3,9.79,26
I38.1,2367.09,2367.61,0.84,10
I11.4,2368.45,2369.52,673.88,22
I69,3043.4,3045.38,519.78,15
I60.3,3565.16,3565.65,373.36,10
I59.1,260.01,263.71,91.74,28
I78,355.45,356.3,3.32,16
I79,359.62,361.92,2.54,22
I79,364.46,366.64,11.13,13
I79,377.77,380.01,10.38,15
I11.4,391.36,392.39,12.12,15
I59.1,404.51,405.84,0.42,27
I59.1,406.26,407.35,1.53,12
I79,408.88,411.01,4.19,10
I11.4,415.2,416.17,0.48,14
I59.1,425.82,427.03,0.49,13
I52,658.46,659.22,164.92,24
I11.4,824.14,825.2,NA,19
I41.1,105.33,106.46,103.16,16
I41.1,763.04,763.96,0.91,13
I41.1,764.87,765.82,3.54,16
I41.1,769.36,769.78,12.76,17
I41.1,782.54,783.37,10.85,20
I41.1,794.22,795.14,0.49,23
I41.1,795.63,796.32,6.58,18
I41.1,802.9,803.47,16.58,30
I41.1,820.05,820.89,17.54,19
I41.1,838.43,838.97,6.71,27
I41.1,845.68,846.68,0.24,27
I45,846.92,847.93,20.61,21
I41.1,868.54,869.34,18.04,20
I41.1,887.38,887.76,333.17,20
I45,1220.93,1222.26,13.78,14
I45,1236.04,1237.02,104.31,15
I41.1,1341.33,1342.09,154.79,29
I41.1,1496.88,1497.7,0.27,24
I41.1,1497.97,1498.99,-0.09,10
I41.1,1498.9,1499.75,47.69,18
I41.1,1615.72,1616.71,1.55,31
I51,1618.26,1619.26,2.56,35
I51,1621.82,1622.61,0.89,29
I51,1623.5,1624.81,30.6,35
I45,1655.41,1656.49,77.45,15
I51,1733.94,1736.46,119.85,34
I41.1,1856.31,1857.51,98.47,16
I41.1,1955.98,1956.68,40.96,20
I41.1,1997.64,1998.53,0.56,32
I41.1,1999.09,1999.87,0.5,34
I45,2000.37,2001.31,16.16,22
I45,2017.47,2018.34,28.41,24
I41.1,2046.75,2047.4,1.78,13
I45,2049.18,2050.1,20.41,17
I45,2070.51,2071.9,6.71,25
I45,2078.61,2080.04,14.44,36
I41.1,2094.48,2095.46,0.19,20
I41.1,2095.65,2096.19,0.08,17
I41.1,2096.27,2098.36,13.66,14
I41.1,2112.02,2112.7,0,18
I41.1,2112.7,2114.97,10.98,23
I41.1,2125.95,2127.31,60.29,12
I41.1,2187.6,2188.05,0.84,26
I41.2,2188.89,2189.12,0.56,21
I41.1,2189.68,2190.12,17.95,23
I41.1,2208.07,2208.57,188.78,24
I41.1,2397.35,2397.93,1.73,21
I41.1,2399.66,2400.26,85.38,18
I41.1,2485.64,2486.65,0.26,17
I41.1,2486.91,2487.73,11.92,12
I45,2499.65,2500.8,3.64,16
I41.1,2504.44,2505.26,46.27,23
I45,2551.53,2552.4,4.45,17
I45,2556.85,2557.75,40.13,23
I41.1,2597.88,2598.7,24.58,16
I41.1,2623.28,2624.14,0.6,23
I41.1,2624.74,2627.47,10.06,31
I41.1,2637.53,2638.45,34.61,32
I41.1,2673.06,2673.82,92.34,22
I41.1,2766.16,2766.97,16.97,20
I41.1,2783.94,2784.58,7.73,31
I41.1,2792.31,2793.02,1.95,22
I41.1,2794.97,2795.42,14.63,16
I41.1,2810.05,2810.73,16.21,30
I41.1,2826.94,2827.84,95.37,29
I45,2923.21,2924.34,2.62,16
I45,2926.96,2928.3,10.27,14
I51,2938.57,2939.61,189.21,13
I41.1,3128.82,3129.45,867.48,16
I41.1,331.93,332.52,15.1,22
I41.1,347.62,348.57,23.34,19
I41.1,371.91,372.7,3.32,19
I41.1,376.02,376.86,47.67,29
I45,424.53,425.55,4.17,29
I45,429.72,430.84,68.64,15
I45,499.48,500.97,34.25,23
I41.1,535.22,536.42,2.93,16
I41.1,539.35,540.91,91.12,19
I45,632.03,633.18,2.94,26
I45,636.12,637.23,0.15,14
I41.1,637.38,638.18,0.6,25
I41.2,638.78,639.08,0.47,24
I41.1,639.55,640.16,0.9,23
I41.1,641.06,641.69,1.04,22
I45,642.73,643.56,5.76,13
I41.1,649.32,650.2,22.32,35
I41.1,672.52,673.12,4.59,26
I41.1,677.71,678.54,166.38,14
I41.1,844.92,846.37,29.29,18
I41.1,875.66,876.31,36.9,20
I45,913.21,914.25,5.23,39
I45,919.48,920.43,1.25,25
I45,921.68,922.34,78.4,22
I45,1000.74,1001.98,56.61,15
I41.1,1058.59,1059.8,83.82,14
I41.1,1144.73,1145.97,-0.41,21
I11.3,1145.56,1146.22,58.61,14
I41.1,1204.83,1205.55,2.11,26
I41.1,1207.66,1208.11,0.7,14
I41.1,1208.81,1209.23,4.48,17
I41.1,1213.71,1214.26,13.39,20
I41.1,1227.65,1228.11,0.86,21
I41.2,1228.97,1229.21,1.54,18
I41.1,1230.75,1231.19,0.67,15
I41.1,1231.86,1232.2,0.75,14
I41.2,1232.95,1233.22,0.52,13
I41.1,1246.6,1247.16,7.5,12
I41.1,1254.66,1255.1,8.52,18
I41.1,1263.62,1264.18,169.82,20
I41.1,1434,1434.41,26.41,18
I41.1,1460.82,1461.46,1.17,25
I41.2,1462.63,1462.86,1.12,22
I41.1,1463.98,1464.36,9.17,17
I41.1,1473.53,1474.23,5.45,18
I41.1,1479.68,1480.26,24.54,16
I41.1,1504.8,1505.41,52.8,19
I41.1,1558.21,1558.77,0.8,24
I41.2,1559.57,1559.82,0.6,16
I41.1,1560.42,1560.81,650.34,12
I63,2211.15,2211.87,0.72,10
I63,2212.59,2213.3,7.26,12
I63,2220.56,2221.38,0.89,30
I63,2222.27,2222.82,24917.36,16
I11.4,3585.18,3586.19,14.21,16
I11.4,3600.4,3601.49,8.42,12
I11.4,3615.54,3616.58,0.29,22
I69,3616.87,3618.18,32.34,15
I41.1,0.52,1.51,76.96,12
I44,78.47,79.36,3.71,23
I45,83.07,84.34,1.96,13
I45,86.3,87.58,2.84,14
I44,90.42,91.68,4.85,17
I44,173.73,174.67,1.66,26
I45,176.33,177.64,3.57,24
I44,181.21,181.81,8.75,22
I44,190.56,191.6,4.1,20
I41.1,195.7,196.61,22.22,26
I41.1,218.83,219.88,3.21,25
I41.1,223.09,224.03,10.85,23
I41.1,234.88,235.79,0.08,16
I44,235.87,236.29,0.07,15
I41.1,236.36,237.12,4.15,23
I53.1,241.27,242.16,4.04,33
I44,246.2,246.91,1.69,28
I41.1,248.6,249.33,2.63,27
I42.1,251.96,254.34,7.49,27
I45,261.83,263.16,11.74,19
I44,274.9,275.95,0.96,32
I45,276.91,277.9,3.66,16
I40.1,281.56,282.2,0.82,19
I41.1,283.02,284.08,0.1,11
I45,284.18,285.73,5.86,24
I45,291.59,292.98,23.43,21
I44,316.41,317.26,1.18,15
I45,318.44,320.06,25.41,NA
I44,345.47,346.83,1.06,33
I45,347.89,349.31,22.8,22
I41.1,372.11,373.44,2.61,29
I44,376.05,377.24,80.44,32
I44,457.68,458.41,1.56,18
I45,459.97,461.3,0.32,35
I44,461.62,462.16,0.68,35
I45,462.84,463.88,17.44,32
I45,481.32,482.31,4.79,36
I45,487.1,488.46,10.57,28
I44,499.03,499.95,8.91,22
I45,569.15,570.05,13.66,13
I45,583.71,584.97,1.38,14
I45,586.35,587.86,1.8,22
I41.1,589.66,590.58,2.34,33
I41.1,592.92,593.66,19.83,17
I44,613.49,614.58,0.68,16
I45,615.26,616.95,22.42,12
I45,639.37,640.77,62.25,15
I44,703.02,703.73,0.12,19
I44,703.85,704.72,6.11,18
I44,710.83,711.29,2.32,27
I45,713.61,714.71,3.49,22
I44,718.2,718.97,34.29,16
I51,753.26,754.16,21.49,45
I44,775.65,776.62,0.75,40
