Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	UNIT
557	Spectrogram 1	1	1249.974151090	1250.492243130	468.7	2990.6	2521.9	703.1	0.518	6
559	Spectrogram 1	1	1253.784310674	1254.690971744	446.4	2968.3	2521.9	703.1	0.907	U4
560	Spectrogram 1	1	1257.151908934	1259.927402006	491.0	2990.6	2499.6	1054.7	2.775	U1
561	Spectrogram 1	1	1260.686036779	1261.352155116	334.8	2834.4	2499.6	914.1	0.666	U6
562	Spectrogram 1	1	1262.795411513	1263.535542999	357.1	2946.0	2588.9	796.9	0.740	U4
563	Spectrogram 1	1	1265.477498017	1267.549866177	513.3	2990.6	2477.3	1031.2	2.072	U1
564	Spectrogram 1	1	1268.030951642	1268.956115999	424.0	2990.6	2566.6	585.9	0.925	U2
565	Spectrogram 1	1	1269.788763921	1270.547398694	290.1	2901.3	2611.2	445.3	0.759	U2
566	Spectrogram 1	1	1272.822032496	1274.838890795	647.2	2901.3	2254.1	843.8	2.017	U5
567	Spectrogram 1	1	1275.097936815	1276.985272103	245.5	2923.6	2678.1	890.6	1.887	U4
568	Spectrogram 1	1	1280.334367076	1281.703610325	357.1	3012.9	2655.8	750.0	1.369	U6
569	Spectrogram 1	1	1285.033598158	1287.402018913	691.9	3012.9	2321.0	820.3	2.368	U5
570	Spectrogram 1	1	1288.364189844	1289.307857488	424.0	2946.0	2522.0	796.9	0.944	U2
571	Spectrogram 1	1	1290.917643470	1291.472742084	468.7	2990.6	2521.9	726.6	0.555	U3
572	Spectrogram 1	1	1292.989043040	1295.468483517	446.4	3035.2	2588.8	843.8	2.479	U5
573	Spectrogram 1	1	1296.227118290	1297.152282647	334.8	3035.2	2700.4	796.9	0.925	U2
574	Spectrogram 1	1	1298.410506173	1298.743565341	446.4	3035.2	2588.8	1242.2	0.333	U3
575	Spectrogram 1	1	1299.909272431	1300.815933501	491.0	2968.3	2477.3	1382.8	0.907	U2
576	Spectrogram 1	1	1301.148275099	1304.515873359	334.8	2923.6	2588.8	843.8	3.368	U9
577	Spectrogram 1	1	1307.716942035	1308.716119541	267.8	2968.3	2700.5	726.6	0.999	U6
578	Spectrogram 1	1	1311.971353072	1314.635826421	513.3	2968.3	2455.0	843.8	2.664	U5
579	Spectrogram 1	1	1315.542487491	1316.504658422	424.0	3057.5	2633.5	796.9	0.962	U6
580	Spectrogram 1	1	1317.855398384	1318.577026582	491.0	3012.9	2521.9	703.1	0.722	U4
581	Spectrogram 1	1	1319.922903345	1322.291324099	624.9	2946.0	2321.1	960.9	2.368	U5
582	Spectrogram 1	1	1322.568873406	1323.512541051	200.9	2968.3	2767.4	820.3	0.944	U2
583	Spectrogram 1	1	1324.363692259	1325.381373052	200.9	2990.6	2789.7	726.6	1.018	U6
584	Spectrogram 1	1	1326.565583429	1327.176191905	334.8	3012.9	2678.1	726.6	0.611	U4
585	Spectrogram 1	1	1328.415912143	1330.728823036	513.3	3012.9	2499.6	960.9	2.313	U5
586	Spectrogram 1	1	1330.987869056	1333.726355553	424.0	2923.6	2499.6	492.2	2.738	U1
587	Spectrogram 1	1	1336.500091887	1337.906341709	401.7	2968.3	2566.6	726.6	1.406	U6
588	Spectrogram 1	1	1340.885370939	1341.495979415	357.1	2901.3	2544.2	1148.4	0.611	33
589	Spectrogram 1	1	1341.736522148	1343.993923179	290.1	2856.7	2566.6	726.6	2.257	O
590	Spectrogram 1	1	1344.863577675	1345.881258468	379.4	3012.9	2633.5	726.6	1.018	Q
591	Spectrogram 1	1	1347.287508291	1348.268182509	200.9	2968.3	2767.4	562.5	0.981	Q
592	Spectrogram 1	1	1349.821109712	1350.561241198	267.8	3035.2	2767.4	1125.0	0.740	33
593	Spectrogram 1	1	1350.783280644	1353.003675101	379.4	3035.2	2655.8	609.4	2.220	O
594	Spectrogram 1	1	1353.817819735	1355.002030112	312.4	2990.6	2678.2	726.6	1.184	Q
595	Spectrogram 1	1	1356.130730628	1356.889365401	245.5	2968.3	2722.8	539.1	0.759	Q
596	Spectrogram 1	1	1358.348547283	1358.838907657	127.7	3086.1	2958.4	1218.8	0.490	33
597	Spectrogram 1	1	1359.178387916	1361.959266078	133.9	3057.5	2923.6	609.4	2.781	O
598	Spectrogram 1	1	1362.698417239	1364.234190072	200.9	2923.6	2722.7	539.1	1.536	O
599	Spectrogram 1	1	1367.526747807	1368.636945036	290.1	2946.0	2655.9	539.1	1.110	Q
600	Spectrogram 1	1	1371.245908523	1371.745497276	178.5	2923.6	2745.1	375.0	0.500	33
601	Spectrogram 1	1	1372.004543296	1374.076911456	267.8	2968.3	2700.5	585.9	2.072	O
602	Spectrogram 1	1	1375.001601325	1376.389347861	223.2	2946.0	2722.8	539.1	1.388	O
603	Spectrogram 1	1	1377.277505644	1378.221173288	200.9	2923.6	2722.7	539.1	0.944	Q
604	Spectrogram 1	1	1379.516403388	1379.978985567	334.8	2879.0	2544.2	1242.2	0.463	33
605	Spectrogram 1	1	1380.256534874	1382.495432618	312.4	3012.9	2700.5	398.4	2.239	O
606	Spectrogram 1	1	1383.253196873	1384.474413825	289.0	2956.3	2667.3	539.1	1.221	O
607	Spectrogram 1	1	1385.362571607	1386.213722816	244.5	3023.0	2778.5	515.6	0.851	Q
608	Spectrogram 1	1	1387.434939767	1387.897521946	311.2	3134.1	2822.9	1125.0	0.463	33
609	Spectrogram 1	1	1388.101058105	1390.469478859	177.8	3089.7	2911.9	398.4	2.368	O
610	Spectrogram 1	1	1391.023593237	1392.818412090	155.6	3000.8	2845.2	445.3	1.795	O
611	Spectrogram 1	1	1395.612408448	1397.185187856	155.6	3134.1	2978.5	398.4	1.573	O
612	Spectrogram 1	1	1399.683131620	1400.127210511	200.1	3178.6	2978.5	234.4	0.444	33
613	Spectrogram 1	1	1400.330746670	1402.125565523	200.1	3134.1	2934.0	445.3	1.795	O
614	Spectrogram 1	1	1402.901954606	1404.197184706	133.4	3089.7	2956.3	398.4	1.295	O
615	Spectrogram 1	1	1404.992826054	1406.029010134	177.8	3023.0	2845.2	398.4	1.036	Q
616	Spectrogram 1	1	1407.490769818	1407.971855284	333.4	2978.5	2645.1	1007.8	0.481	33
617	Spectrogram 1	1	1408.193894729	1410.451295761	111.1	3000.8	2889.7	398.4	2.257	O
618	Spectrogram 1	1	1411.282779061	1412.818551894	111.1	2978.5	2867.4	398.4	1.536	O
619	Spectrogram 1	1	1413.614193241	1414.539357599	155.6	2911.8	2756.2	398.4	0.925	Q
620	Spectrogram 1	1	1415.520031817	1416.075130431	44.5	2911.8	2867.3	796.9	0.555	33
621	Spectrogram 1	1	1416.259888814	1418.758107067	200.1	3134.1	2934.0	351.6	2.498	O
622	Spectrogram 1	1	1419.313205681	1421.681626436	133.4	2956.3	2822.9	351.6	2.368	O
623	Spectrogram 1	1	1424.529862140	1425.788085665	177.8	2600.7	2422.9	257.8	1.258	O
624	Spectrogram 1	1	1428.290451180	1428.910774707	289.0	2572.5	2283.5	1007.8	0.620	33
625	Spectrogram 1	1	1429.100174064	1431.857163848	155.6	2534.0	2378.4	281.2	2.757	O
626	Spectrogram 1	1	1432.430765750	1434.558643771	200.1	1911.6	1711.5	281.2	2.128	O
627	Spectrogram 1	1	1435.316380589	1436.204538372	88.9	2022.7	1933.8	281.2	0.888	Q
628	Spectrogram 1	1	1437.370245462	1437.925344076	133.4	2000.5	1867.1	1007.8	0.555	33
629	Spectrogram 1	1	1438.184390096	1440.793353583	177.8	1911.6	1733.8	257.8	2.609	O
630	Spectrogram 1	1	1441.385458772	1443.661363090	66.7	2000.5	1933.8	281.2	2.276	O
631	Spectrogram 1	1	1446.676281326	1447.953008138	44.5	2000.5	1956.0	257.8	1.277	Q
632	Spectrogram 1	1	1450.413945328	1450.821017646	222.3	2045.0	1822.7	609.4	0.407	33
633	Spectrogram 1	1	1451.080063666	1453.522497568	66.7	1978.3	1911.6	257.8	2.442	O
634	Spectrogram 1	1	1454.317284044	1456.241625907	155.6	1911.6	1756.0	257.8	1.924	O
635	Spectrogram 1	1	1457.277809987	1458.073451334	200.1	2067.2	1867.1	257.8	0.796	Q
636	Spectrogram 1	1	1459.498204444	1460.053303058	111.1	2756.2	2645.1	234.4	0.555	33
637	Spectrogram 1	1	1460.256839217	1462.791789555	88.9	2045.0	1956.1	257.8	2.535	O
638	Spectrogram 1	1	1463.549098937	1465.787996682	133.4	1978.3	1844.9	257.8	2.239	O
639	Spectrogram 1	1	1468.322947020	1470.136269160	88.9	2045.0	1956.1	257.8	1.813	O
640	Spectrogram 1	1	1472.560199776	1475.280182986	88.9	2133.9	2045.0	234.4	2.720	25
641	Spectrogram 1	1	1475.982531483	1478.110409505	66.7	2133.9	2067.2	257.8	2.128	31
642	Spectrogram 1	1	1480.256790813	1481.144948596	66.7	1956.0	1889.3	257.8	0.888	26
643	Spectrogram 1	1	1482.957192396	1486.620843251	88.9	2045.0	1956.1	210.9	3.664	25
644	Spectrogram 1	1	1487.175941865	1489.100283728	111.1	2045.0	1933.9	257.8	1.924	31
645	Spectrogram 1	1	1490.127878021	1490.571956913	0.0	1800.5	1800.5	210.9	0.444	U
646	Spectrogram 1	1	1491.561220918	1493.374543058	88.9	1933.8	1844.9	234.4	1.813	26
647	Spectrogram 1	1	1495.575410763	1498.424916983	88.9	1867.1	1778.2	210.9	2.850	25
648	Spectrogram 1	1	1499.183551756	1501.163403480	88.9	1978.3	1889.4	234.4	1.980	31
649	Spectrogram 1	1	1502.051561263	1502.366117144	88.9	1978.3	1889.4	210.9	0.315	34
650	Spectrogram 1	1	1503.328288076	1504.308962294	0.0	2000.5	2000.5	257.8	0.981	26
651	Spectrogram 1	1	1505.658925842	1508.822987943	88.9	1956.0	1867.1	210.9	3.164	25
652	Spectrogram 1	1	1509.544616142	1511.561474440	66.7	1978.3	1911.6	234.4	2.017	31
653	Spectrogram 1	1	1513.665295843	1514.331414180	111.1	2045.0	1933.9	234.4	0.666	U
654	Spectrogram 1	1	1514.539143019	1515.945392842	66.7	1978.3	1911.6	234.4	1.406	26
655	Spectrogram 1	1	1518.628369477	1521.089306667	66.7	1911.6	1844.9	210.9	2.461	25
656	Spectrogram 1	1	1521.829438153	1523.957316174	66.7	1911.6	1844.9	257.8	2.128	31
657	Spectrogram 1	1	1525.418468038	1526.269619247	111.1	2067.2	1956.1	234.4	0.851	26
658	Spectrogram 1	1	1527.805392080	1530.839931171	133.4	1844.9	1711.5	210.9	3.035	25
659	Spectrogram 1	1	1531.412925252	1533.596313135	111.1	1956.0	1844.9	234.4	2.183	31
660	Spectrogram 1	1	1535.386603099	1536.274760882	88.9	1911.6	1822.7	234.4	0.888	U
661	Spectrogram 1	1	1536.662919157	1537.939645969	111.1	2045.0	1933.9	234.4	1.277	26
662	Spectrogram 1	1	1539.697458248	1542.676487478	111.1	1933.8	1822.7	375.0	2.979	25
663	Spectrogram 1	1	1543.453625538	1545.322457539	111.1	2000.5	1889.4	234.4	1.869	31
664	Spectrogram 1	1	1546.801491180	1547.819171972	111.1	1867.1	1756.0	234.4	1.018	26
665	Spectrogram 1	1	1549.706507261	1552.389483897	66.7	1867.1	1800.4	375.0	2.683	25
666	Spectrogram 1	1	1553.240635105	1555.257493404	133.4	2022.7	1889.3	257.8	2.017	31
667	Spectrogram 1	1	1556.497417553	1557.182039177	22.2	1867.1	1844.9	257.8	0.685	U
668	Spectrogram 1	1	1557.902753718	1559.160977243	66.7	2089.4	2022.7	234.4	1.258	26
669	Spectrogram 1	1	1561.898777519	1564.267198273	0.0	1844.9	1844.9	351.6	2.368	25
670	Spectrogram 1	1	1564.970323185	1566.691128889	66.7	1889.4	1822.7	234.4	1.721	26
671	Spectrogram 1	1	1567.505273523	1567.967855702	66.7	2000.5	1933.8	210.9	0.463	34
672	Spectrogram 1	1	1568.874516772	1570.058727149	66.7	2089.4	2022.7	234.4	1.184	26
673	Spectrogram 1	1	1571.426899881	1573.813823922	66.7	1956.0	1889.3	140.6	2.387	25
674	Spectrogram 1	1	1574.553955408	1576.562463848	88.9	2000.5	1911.6	234.4	2.009	31
675	Spectrogram 1	1	1578.058810499	1578.883222674	66.7	1933.8	1867.1	257.8	0.824	U
676	Spectrogram 1	1	1579.457326501	1580.678543452	66.7	2000.5	1933.8	234.4	1.221	26
677	Spectrogram 1	1	1583.471488908	1585.395830771	66.7	2089.4	2022.7	140.6	1.924	25
678	Spectrogram 1	1	1586.339498415	1587.782754813	66.7	2067.2	2000.5	234.4	1.443	31
679	Spectrogram 1	1	1588.596899447	1589.263017784	22.2	2111.6	2089.4	234.4	0.666	34
680	Spectrogram 1	1	1590.095665705	1591.113346498	66.7	2045.0	1978.3	234.4	1.018	26
681	Spectrogram 1	1	1592.389206705	1594.461574865	22.2	1956.0	1933.8	140.6	2.072	25
682	Spectrogram 1	1	1595.349732648	1596.792989045	44.5	2000.5	1956.0	234.4	1.443	31
683	Spectrogram 1	1	1597.625636966	1597.940192848	66.7	2156.1	2089.4	210.9	0.315	34
684	Spectrogram 1	1	1598.846853918	1599.716508414	66.7	1933.8	1867.1	234.4	0.870	26
685	Spectrogram 1	1	1601.380733740	1603.730651207	66.7	1911.6	1844.9	117.2	2.350	25
686	Spectrogram 1	1	1604.396769544	1606.339614694	133.4	1933.8	1800.4	234.4	1.943	31
687	Spectrogram 1	1	1607.875387527	1608.504499290	44.5	1867.1	1822.6	210.9	0.629	U
688	Spectrogram 1	1	1609.596193231	1610.872920044	88.9	1978.3	1889.4	234.4	1.277	26
689	Spectrogram 1	1	1613.595955069	1615.353767347	87.5	1793.7	1706.2	117.2	1.758	25
690	Spectrogram 1	1	1616.112402120	1617.537155230	87.5	1881.2	1793.7	234.4	1.425	31
691	Spectrogram 1	1	1618.406809726	1618.795378756	21.9	2056.2	2034.3	234.4	0.389	34
692	Spectrogram 1	1	1619.868569410	1621.089786361	109.4	1946.9	1837.5	234.4	1.221	26
693	Spectrogram 1	1	1622.402743335	1624.567627930	65.6	1968.7	1903.1	140.6	2.165	25
694	Spectrogram 1	1	1625.381772565	1627.047068408	21.9	2056.2	2034.3	234.4	1.665	31
695	Spectrogram 1	1	1628.194272210	1628.477561785	65.6	2078.1	2012.5	210.9	0.283	19
696	Spectrogram 1	1	1628.556258738	1628.844814230	0.0	1979.4	1979.4	70.3	0.289	18
697	Spectrogram 1	1	1629.525054129	1630.209675754	43.7	2034.4	1990.7	234.4	0.685	26
698	Spectrogram 1	1	1631.819461735	1634.039856192	21.9	2034.4	2012.5	117.2	2.220	25
699	Spectrogram 1	1	1634.872504113	1636.408276946	21.9	1859.4	1837.5	234.4	1.536	31
700	Spectrogram 1	1	1639.720365345	1640.886072435	87.5	1990.6	1903.1	234.4	1.166	26
701	Spectrogram 1	1	1642.939027561	1645.085408870	0.0	2056.2	2056.2	140.6	2.146	25
702	Spectrogram 1	1	1645.844043643	1647.490836198	87.5	2100.0	2012.5	234.4	1.647	31
703	Spectrogram 1	1	1648.471510417	1648.767563011	65.6	2340.6	2275.0	117.2	0.296	19
704	Spectrogram 1	1	1648.848362398	1649.110685573	45.7	2344.8	2299.1	304.7	0.262	18
705	Spectrogram 1	1	1649.581707645	1650.691904874	109.4	1946.9	1837.5	234.4	1.110	26
706	Spectrogram 1	1	1652.245083040	1654.613503794	21.9	1903.1	1881.2	117.2	2.368	25
707	Spectrogram 1	1	1655.349415162	1657.199743876	87.5	1968.7	1881.2	234.4	1.850	31
708	Spectrogram 1	1	1660.234282968	1661.344480196	109.4	2121.9	2012.5	234.4	1.110	26
709	Spectrogram 1	1	1663.694397663	1666.081321705	21.9	1968.7	1946.8	117.2	2.387	25
710	Spectrogram 1	1	1666.876963052	1668.172193152	43.7	2078.1	2034.4	257.8	1.295	26
711	Spectrogram 1	1	1669.151110632	1669.632196098	21.9	2296.9	2275.0	140.6	0.481	34
712	Spectrogram 1	1	1669.726049651	1669.935908191	15.2	2177.4	2162.2	234.4	0.210	18
713	Spectrogram 1	1	1670.705386752	1671.630551109	43.7	2012.5	1968.8	234.4	0.925	26
714	Spectrogram 1	1	1672.463199031	1675.331208538	87.5	1946.9	1859.4	117.2	2.868	25
715	Spectrogram 1	1	1676.108346598	1677.459086559	43.7	1903.1	1859.4	257.8	1.351	31
716	Spectrogram 1	1	1678.458264065	1678.699174855	87.5	2078.1	1990.6	140.6	0.241	19
717	Spectrogram 1	1	1678.777871808	1679.118891936	91.4	1918.5	1827.1	328.1	0.341	18
718	Spectrogram 1	1	1679.771997452	1680.882194681	43.7	2078.1	2034.4	234.4	1.110	26
719	Spectrogram 1	1	1682.343338721	1684.563733178	0.0	2056.2	2056.2	117.2	2.220	25
720	Spectrogram 1	1	1685.229851516	1686.821134210	0.0	2012.5	2012.5	257.8	1.591	31
721	Spectrogram 1	1	1688.206112296	1688.835687917	0.0	1872.8	1872.8	234.4	0.630	U
722	Spectrogram 1	1	1689.873149212	1690.853823431	131.2	1815.6	1684.4	234.4	0.981	26
723	Spectrogram 1	1	1693.203740898	1695.054069612	0.0	1925.0	1925.0	117.2	1.850	25
724	Spectrogram 1	1	1695.831207672	1697.403987079	65.6	2012.5	1946.9	257.8	1.573	26
725	Spectrogram 1	1	1698.329151436	1698.603889111	52.2	2034.4	1982.2	140.6	0.275	19
726	Spectrogram 1	1	1698.735050699	1698.997373874	76.1	1872.8	1796.7	304.7	0.262	18
727	Spectrogram 1	1	1699.641771166	1700.474419088	87.5	1990.6	1903.1	257.8	0.833	26
728	Spectrogram 1	1	1701.843662336	1703.638481189	0.0	1946.9	1946.9	93.8	1.795	25
729	Spectrogram 1	1	1704.434122536	1705.599829626	21.9	1925.0	1903.1	257.8	1.166	26
730	Spectrogram 1	1	1706.413974260	1706.668699539	21.9	1837.5	1815.6	140.6	0.255	19
731	Spectrogram 1	1	1706.747396491	1706.983487349	60.9	1994.6	1933.7	398.4	0.236	18
732	Spectrogram 1	1	1707.265125469	1708.023760242	0.0	2012.5	2012.5	234.4	0.759	26
733	Spectrogram 1	1	1709.133957470	1710.244154699	0.0	1968.7	1968.7	70.3	1.110	25
734	Spectrogram 1	1	1711.890947255	1713.056654345	65.6	2056.2	1990.6	257.8	1.166	26
735	Spectrogram 1	1	1716.292784649	1717.291962154	0.0	1946.9	1946.9	257.8	0.999	26
736	Spectrogram 1	1	1719.327323740	1720.937109721	21.9	1925.0	1903.1	70.3	1.610	25
737	Spectrogram 1	1	1722.398869406	1723.361040337	153.1	2012.5	1859.4	210.9	0.962	26
738	Spectrogram 1	1	1724.508244140	1724.763496770	21.9	2034.4	2012.5	210.9	0.255	19
739	Spectrogram 1	1	1724.763496770	1725.078284580	45.7	1979.4	1933.7	210.9	0.315	18
740	Spectrogram 1	1	1725.377898636	1726.118030121	0.0	2034.4	2034.4	234.4	0.740	26
741	Spectrogram 1	1	1726.987684617	1729.855694124	0.0	1925.0	1925.0	70.3	2.868	25
742	Spectrogram 1	1	1730.798244200	1731.723408557	21.9	1968.7	1946.8	257.8	0.925	26
743	Spectrogram 1	1	1733.222174815	1733.999312875	0.0	2012.5	2012.5	234.4	0.777	26
744	Spectrogram 1	1	1735.313046263	1738.144049195	21.9	1968.7	1946.8	210.9	2.831	25
745	Spectrogram 1	1	1738.994498480	1740.160205570	21.9	1968.7	1946.8	281.2	1.166	26
746	Spectrogram 1	1	1741.029860065	1741.640468541	65.6	1881.2	1815.6	234.4	0.611	X2
747	Spectrogram 1	1	1741.899514561	1742.343593453	0.0	2034.4	2034.4	164.1	0.444	X2
748	Spectrogram 1	1	1743.472293968	1747.024925100	0.0	1946.9	1946.9	210.9	3.553	25
749	Spectrogram 1	1	1748.135122328	1749.356339280	21.9	2143.7	2121.8	398.4	1.221	27
750	Spectrogram 1	1	1753.012810004	1753.407833220	0.0	2100.0	2100.0	23.4	0.395	U
751	Spectrogram 1	1	1755.590574604	1757.200360585	109.4	2187.5	2078.1	375.0	1.610	27
752	Spectrogram 1	1	1757.792465774	1758.569603834	131.2	2253.1	2121.9	210.9	0.777	28
753	Spectrogram 1	1	1758.865656428	1759.309735319	0.0	2056.2	2056.2	257.8	0.444	X2
754	Spectrogram 1	1	1759.938847082	1760.382925974	0.0	2034.4	2034.4	257.8	0.444	X2
755	Spectrogram 1	1	1760.641971994	1761.067547598	0.0	2012.5	2012.5	257.8	0.426	X2
756	Spectrogram 1	1	1761.918698807	1762.288764549	0.0	1903.1	1903.1	257.8	0.370	X2
757	Spectrogram 1	1	1762.509419761	1762.842478930	0.0	1903.1	1903.1	257.8	0.333	X2
758	Spectrogram 1	1	1763.120028237	1763.323564395	0.0	2034.4	2034.4	257.8	0.204	X2
759	Spectrogram 1	1	1763.989682732	1764.174715604	21.9	1793.7	1771.8	304.7	0.185	X2
760	Spectrogram 1	1	1764.489271485	1764.877840515	0.0	1925.0	1925.0	304.7	0.389	X2
761	Spectrogram 1	1	1765.192396397	1765.488448991	65.6	1968.7	1903.1	210.9	0.296	X2
762	Spectrogram 1	1	1766.062050892	1766.413613348	0.0	2034.4	2034.4	257.8	0.352	X2
763	Spectrogram 1	1	1766.728169230	1767.153744834	43.7	2078.1	2034.4	281.2	0.426	X2
764	Spectrogram 1	1	1768.060405904	1770.854402262	153.1	2012.5	1859.4	210.9	2.794	27
765	Spectrogram 1	1	1774.942530767	1775.886198411	218.7	2953.1	2734.4	632.8	0.944	18
766	Spectrogram 1	1	1776.885375917	1778.513665185	196.9	2909.4	2712.5	585.9	1.628	27
767	Spectrogram 1	1	1779.031172987	1779.345728869	87.5	1968.7	1881.2	234.4	0.315	X2
768	Spectrogram 1	1	1779.530761740	1779.845317622	43.7	1990.6	1946.9	257.8	0.315	X2
769	Spectrogram 1	1	1780.196880077	1780.418919523	21.9	1968.7	1946.8	281.2	0.222	X2
770	Spectrogram 1	1	1780.770481979	1780.955514850	21.9	2012.5	1990.6	281.2	0.185	X2
771	Spectrogram 1	1	1781.436600316	1781.677143049	109.4	1990.6	1881.2	281.2	0.241	X2
772	Spectrogram 1	1	1781.936189069	1782.250744950	65.6	1946.9	1881.3	585.9	0.315	X2
773	Spectrogram 1	1	1782.602307406	1782.879856713	43.7	2231.2	2187.5	281.2	0.278	X2
774	Spectrogram 1	1	1783.286929030	1783.527471763	87.5	2253.1	2165.6	679.7	0.241	X2
775	Spectrogram 1	1	1783.916040793	1784.212093387	0.0	1859.4	1859.4	281.2	0.296	X2
776	Spectrogram 1	1	1784.526649269	1784.767192002	0.0	1728.1	1728.1	281.2	0.241	X2
777	Spectrogram 1	1	1785.174264319	1785.433310339	0.0	1990.6	1990.6	609.4	0.259	X2
778	Spectrogram 1	1	1785.951402379	1786.284461547	21.9	1903.1	1881.2	257.8	0.333	X2
779	Spectrogram 1	1	1786.599017429	1786.932076597	109.4	2012.5	1903.1	281.2	0.333	X2
780	Spectrogram 1	1	1787.246632479	1787.598194934	0.0	1837.5	1837.5	281.2	0.352	X2
781	Spectrogram 1	1	1788.227306697	1788.578869153	65.6	1750.0	1684.4	234.4	0.352	X2
782	Spectrogram 1	1	1788.911928322	1789.244987490	65.6	1903.1	1837.5	281.2	0.333	X2
783	Spectrogram 1	1	1790.945525289	1794.276116975	371.9	2034.4	1662.5	585.9	3.331	27
784	Spectrogram 1	1	1797.958271116	1799.771593256	525.0	2231.2	1706.2	632.8	1.813	27
785	Spectrogram 1	1	1801.288862802	1802.158517298	218.7	2078.1	1859.4	515.6	0.870	28
786	Spectrogram 1	1	1802.436066605	1802.787629061	0.0	1968.7	1968.7	375.0	0.352	X2
787	Spectrogram 1	1	1803.102184942	1803.435244111	0.0	2012.5	2012.5	351.6	0.333	X2
788	Spectrogram 1	1	1803.660779070	1803.961706465	0.0	2012.5	2012.5	351.6	0.301	X2
789	Spectrogram 1	1	1804.328052860	1804.707483055	0.0	1946.9	1946.9	351.6	0.379	X2
790	Spectrogram 1	1	1805.165416048	1805.518678643	65.6	2121.9	2056.3	234.4	0.353	X2
791	Spectrogram 1	1	1805.858857438	1806.146701034	0.0	2012.5	2012.5	398.4	0.288	X2
792	Spectrogram 1	1	1806.473796030	1806.774723425	0.0	1925.0	1925.0	609.4	0.301	X2
793	Spectrogram 1	1	1807.180321219	1807.468164815	0.0	1903.1	1903.1	351.6	0.288	X2
794	Spectrogram 1	1	1807.782176011	1807.978433008	0.0	2100.0	2100.0	234.4	0.196	X2
795	Spectrogram 1	1	1808.632622999	1808.881215195	0.0	1793.7	1793.7	257.8	0.249	X2
796	Spectrogram 1	1	1809.195226391	1809.483069986	65.6	2012.5	1946.9	375.0	0.288	X2
797	Spectrogram 1	1	1809.875583981	1810.176511377	0.0	2012.5	2012.5	398.4	0.301	X2
798	Spectrogram 1	1	1810.555941571	1810.869952767	43.7	1946.9	1903.2	375.0	0.314	X2
799	Spectrogram 1	1	1812.525505989	1816.686154329	503.1	3018.7	2515.6	539.1	4.161	27
800	Spectrogram 1	1	1820.902966079	1822.015089063	218.7	3040.6	2821.9	585.9	1.112	28
801	Spectrogram 1	1	1823.585145041	1824.252418831	328.1	2953.1	2625.0	867.2	0.667	28
802	Spectrogram 1	1	1824.736519425	1825.089782019	21.9	1990.6	1968.7	375.0	0.353	X2
803	Spectrogram 1	1	1825.364541816	1825.652385411	21.9	1990.6	1968.7	445.3	0.288	X
804	Spectrogram 1	1	1825.935932200	1826.184524397	218.7	1968.7	1750.0	375.0	0.249	X2
805	Spectrogram 1	1	1826.498535592	1826.720960189	65.6	2056.2	1990.6	375.0	0.222	X2
806	Spectrogram 1	1	1827.008803785	1827.218144582	0.0	2078.1	2078.1	539.1	0.209	X2
807	Spectrogram 1	1	1827.662993776	1827.950837371	21.9	2056.2	2034.3	257.8	0.288	X2
808	Spectrogram 1	1	1828.251764767	1828.552692163	65.6	2012.5	1946.9	375.0	0.301	X2
809	Spectrogram 1	1	1828.971373757	1829.272301152	65.6	1946.9	1881.3	234.4	0.301	X2
810	Spectrogram 1	1	1829.612479948	1829.887239744	65.6	2056.2	1990.6	234.4	0.275	X2
811	Spectrogram 1	1	1830.319005138	1830.646100133	87.5	1990.6	1903.1	257.8	0.327	X2
812	Spectrogram 1	1	1831.090949326	1831.404960522	87.5	2078.1	1990.6	492.2	0.314	X2
813	Spectrogram 1	1	1831.692804118	1831.980647714	87.5	2056.2	1968.7	257.8	0.288	X2
814	Spectrogram 1	1	1832.281575109	1832.621753905	131.2	2121.9	1990.7	328.1	0.340	X2
815	Spectrogram 1	1	1834.217170271	1837.985304617	459.4	2975.0	2515.6	914.1	3.768	27
816	Spectrogram 1	1	1841.214095305	1841.972955694	306.2	3106.2	2800.0	656.2	0.759	28
817	Spectrogram 1	1	1844.720553655	1846.460699030	481.2	2931.2	2450.0	914.1	1.740	27
818	Spectrogram 1	1	1847.245727019	1848.344766203	437.5	2953.1	2515.6	492.2	1.099	28
819	Spectrogram 1	1	1848.985872394	1849.365302589	131.2	2887.5	2756.3	421.9	0.379	X
820	Spectrogram 1	1	1850.045660179	1851.497961958	503.1	2931.2	2428.1	656.2	1.452	27
821	Spectrogram 1	1	1854.464011069	1855.157452459	525.0	2187.5	1662.5	796.9	0.693	X
822	Spectrogram 1	1	1857.512536426	1860.953575776	568.7	3128.1	2559.4	1054.7	3.441	27
823	Spectrogram 1	1	1861.949656865	1862.970193250	306.2	2078.1	1771.9	960.9	1.021	28
824	Spectrogram 1	1	1864.932763222	1865.691623611	218.7	2078.1	1859.4	281.2	0.759	28
825	Spectrogram 1	1	1867.057959549	1871.414864887	393.7	2056.2	1662.5	890.6	4.357	27
826	Spectrogram 1	1	1874.526332022	1875.389862810	153.1	2056.2	1903.1	375.0	0.864	28
827	Spectrogram 1	1	1877.273929983	1879.799103347	240.6	2953.1	2712.5	960.9	2.525	27
